
1,1,… ◎ ○ ▲ △ ☆ 消,,,,コパノカーニバル マツリダゴッホ アマーレ (トニービン) 栗東･田所 490 (-6),牡2/鹿 54 古川,352.2 (13人気),16.08.21 札幌 5 ２歳新馬 芝1800 1:52.9 稍 11頭6番9人 柴山雄一54.0 6-5-6-6 (35.6) 496(0) ディープウォーリア(0.8),201601020205,兄ブラッシュアップ４兄ドントビーザウェイ０,3月3日,,
2,2,… ◎ ○ ▲ △ ☆ 消,,,△,ジャコマル ダノンシャンティ ピュアウィンク (トニービン) 栗東･松永幹 452 (0),牡2/鹿 54 横山和,151.1 (12人気),16.08.21 札幌 1 ２歳未勝利 芝1500 1:31.1 稍 9頭6番5人 横山和生54.0 2-2-1 (36.5) 452(-4) マイネルブロッケン(-0.4),201601020201,16.07.30 札幌 6 ２歳未勝利 芝1800 1:51.2 良 10頭8番10人 横山典弘54.0 5-6-7-7 (35.7) 456(0) ニシノキララコ(0.7),201601010101,16.07.03 中京 11 ２歳新馬 芝1600 1:38.1 良 13頭13番10人 和田竜二54.0 12-10-9 (37.7) 456(0) モーヴサファイア(2.8),201607030205,兄ジャコスキー３姉パンプルムース現,
3,3,… ◎ ○ ▲ △ ☆ 消,△,☆,,インヴィクタ ハービンジャー ラスティングソング (フジキセキ) 栗東･友道 466 (+2),牡2/黒鹿 54 ルメール,7.4 (3人気),16.08.07 札幌 1 ２歳新馬 芝1800 1:53.6 良 10頭3番1人 ルメール54.0 8-6-6-2 (35.1) 464(0) ロードコランダム(0.0),201601010405,姉クィーンズベスト現姉エレガントソング０,2月18日,,
4,4,… ◎ ○ ▲ △ ☆ 消,,○,▲,トリオンフ タートルボウル メジロトンキニーズ (ダンスインザダーク) 栗東･須貝 524 (+4),牡2/黒鹿 54 浜中,11.9 (6人気),16.07.17 函館 1 ２歳新馬 芝1800 1:52.4 稍 9頭1番4人 浜中俊54.0 2-3-4-3 (34.8) 520(0) ボナパルト(-0.1),201602020405,姉グローリアスレイ１姉シルクリバー現,4月21日,,
4,5,… ◎ ○ ▲ △ ☆ 消,○,,◎,トラスト スクリーンヒーロー グローリサンディ (エイシンサンディ) 地方･河津裕 456 (0),牡2/芦 54 柴田大,9.7 (5人気),16.08.21 札幌 2 クローバーOP 芝1500 1:31.6 稍 8頭8番1人 柴田大知54.0 5-5-3 (36.8) 456(+12) ブラックオニキス(0.2),201601020209,16.06.16 川崎 1 若草特別OP ダ1400 1:31.4 重 12頭3番1人 森泰斗54.0 1-1-1-1 (40.1) 444(-1) フリフリバード(-2.4),201645061601,16.05.27 川崎 1 スパーキンOP ダ900 0:56.0 不 4頭4番1人 森泰斗54.0 1-1 (37.8) 445(0) バジガクカラッツ(-0.8),201645052701,全兄ウインオスカー現兄カントリーホーマ公,
5,6,… ◎ ○ ▲ △ ☆ 消,△,,,フラワープレミア アンライバルド トミケンソリッド (コマンダーインチーフ) 美浦･池上弘 450 (-6),牡2/鹿 54 江田照,111.6 (11人気),16.07.24 福島 1 ２歳未勝利 芝1800 1:51.0 良 15頭11番5人 江田照男54.0 9-9-6-5 (36.2) 456(+6) マイネルラプティス(0.0),201603020802,16.06.25 東京 3 ２歳新馬 芝1600 1:37.9 稍 16頭3番9人 江田照男54.0 1-1 (36.0) 450(0) アンノートル(0.3),201605030705,兄チェストケゴールド現兄ブレイヴハンター０,4月16日,
5,7,… ◎ ○ ▲ △ ☆ 消,,,,アンノートル アイルハヴアナザー タイキシャイン (タイキシャトル) 美浦･池上弘 466 (0),牡2/鹿 54 松岡,32.3 (8人気),16.07.23 中京 3 中京２歳ＳOP 芝1600 1:35.2 良 9頭9番4人 松岡正海54.0 5-3-5 (34.6) 466(0) ディーパワンサ(0.2),201607030709,16.06.25 東京 1 ２歳新馬 芝1600 1:37.6 稍 16頭6番2人 松岡正海54.0 2-2 (35.3) 466(0) リョウランプリーモ(-0.3),201605030705,兄サウンドアプローズ現兄マイネルリヒト４,3月10日,
6,8,… ◎ ○ ▲ △ ☆ 消,▲,◎,,タガノアシュラ マンハッタンカフェ レイサッシュ (パラダイスクリーク) 栗東･五十嵐 496 (-6),牡2/黒鹿 54 武豊,2.0 (1人気),16.07.10 函館 1 ２歳新馬 芝1800 1:49.9 良 9頭8番1人 浜中俊54.0 1-1-1-1 (35.4) 502(0) サトノアリシア(-0.7),201602020205,兄グランドサッシュ現兄タガノカムイ現,3月17日,,
6,9,… ◎ ○ ▲ △ ☆ 消,☆,▲,,コリエドール クロフネ レクレドール (サンデーサイレンス) 美浦･堀 496 (+4),牡2/栗 54 福永,9.6 (4人気),16.08.14 札幌 1 ２歳新馬 芝1800 1:52.8 良 7頭2番1人 モレイラ54.0 5-4-4-2 (34.9) 492(0) サトノアレス(0.0),201601010605,兄ベルーフ現兄クラージュドール５,1月29日,,
7,10,… ◎ ○ ▲ △ ☆ 消,◎,△,,ディープウォーリア ディープインパクト アマノチェリーラン (デザートキング) 栗東･中竹 460 (-4),牡2/黒鹿 54 池添,6.6 (2人気),16.08.21 札幌 1 ２歳新馬 芝1800 1:52.1 稍 11頭7番6人 ホワイト54.0 3-3-2-1 (35.5) 464(0) モズキングタイド(-0.3),201601020205,兄アマノジョージア０兄アマノレッドモア０,3月28日,,
7,11,… ◎ ○ ▲ △ ☆ 消,,,,エトルディーニュ エイシンサンディ リスペクトスコール (オペラハウス) 美浦･小桧山 476 (0),牡2/青鹿 54 原田和,50.4 (9人気),16.08.13 札幌 1 ２歳未勝利 芝1800 1:50.5 良 14頭6番6人 原田和真52.0 2-2-2-1 (35.6) 476(0) マイネルパンドーロ(-0.3),201601010502,16.07.31 札幌 3 ２歳新馬 芝1800 1:52.2 良 8頭7番7人 原田和真52.0 3-3-4-2 (35.3) 476(0) ソウルスターリング(0.8),201601010205,姉プリンセスパトラ１兄ドリームアース０,4月8日,
8,12,… ◎ ○ ▲ △ ☆ 消,△,△,,アドマイヤウイナー ワークフォース ソングバード (ダンスインザダーク) 栗東･須貝 496 (-8),牡2/黒鹿 54 岩田,20.9 (7人気),16.07.24 函館 1 ２歳新馬 芝1800 1:50.8 良 14頭2番1人 岩田康誠54.0 9-6-3-4 (36.7) 504(0) ウインポプリ(-0.2),201602020605,兄アグリッパーバイオ現姉イダフェイマ現,2月23日,,
8,13,… ◎ ○ ▲ △ ☆ 消,,,○,ブラックオニキス ブラックタイド ラリマー (チーフベアハート) 美浦･加藤和 408 (0),牝2/青鹿 54 城戸,59.8 (10人気),16.08.21 札幌 1 クローバーOP 芝1500 1:31.4 稍 8頭2番3人 城戸義政54.0 2-4-3 (36.7) 408(+4) トラスト(-0.2),201601020209,16.08.07 札幌 1 ２歳未勝利 芝1500 1:32.2 良 11頭10番7人 城戸義政52.0 1-1-1 (34.9) 404(0) クリスタルバブルス(-0.2),201601010401,16.07.23 函館 6 ２歳未勝利 芝1800 1:51.5 良 13頭13番2人 城戸義政52.0 5-5-4-5 (37.1) 404(+2) サトノアリシア(1.1),201602020501,16.07.02 函館 3 ２歳未勝利 芝1200 1:10.1 良 14頭12番11人 城戸義政52.0 8-8 (35.7) 402(+2) フクノクオリア(0.5),201602010501,16.06.18 函館 8 ２歳新馬 芝1000 0:58.5 良 12頭7番6人 城戸義政52.0 9-9 (33.5) 400(0) ザベストエバー(1.1),201602010105
