
1,5,10,メジロパーマー,牡5,51,松永幹夫,2:00.9,,,2-1-1-1,37.0,8.5,4,458(-2),,,,[西] 大久保正,メジロ牧場,"3,900.0"
2,4,7,モガミチャンピオン,牡7,55,小島太,2:01.0,1/2,,14-15-12-14,36.3,18.0,8,500(-2),,,,[東] 境勝太郎,最上ホースクラブ,"1,600.0"
3,6,12,カミノクレッセ,牡5,54,南井克巳,2:01.1,3/4,,16-15-14-7,36.2,30.2,11,500(0),,,,[西] 工藤嘉見,野上政次,980.0
4,2,4,ウィナーズゴールド,牝5,52,柴田政人,2:01.1,アタマ,,7-6-3-3,36.8,6.8,3,456(+4),,,,[東] 伊藤正徳,坂東牧場,590.0
5,3,5,ナエボオルフェ,牡5,53,岡潤一郎,2:01.1,アタマ,,3-3-2-2,37.1,13.1,6,502(-4),,,,[西] 安藤正敏,岡田牧雄,390.0
6,4,8,ミスターアロマック,牡6,56,河内洋,2:01.1,アタマ,,11-12-14-12,36.2,4.3,2,460(+6),,,,[西] 長浜博之,谷水雄三,
7,3,6,バリモススキー,牡6,54,清水英次,2:01.7,3.1/2,,7-8-7-5,37.2,45.8,12,456(-4),,,,[西] 田中耕太,藤田浩,
8,6,11,ヒノデブレイブ,牡5,53,原昌久,2:01.7,ハナ,,9-11-9-7,37.1,89.8,14,488(+4),,,,[東] 本郷一彦,橋本善吉,
9,8,15,カゲマル,牡7,54,小野次郎,2:01.9,1.1/2,,9-9-9-12,37.3,18.4,9,484(-10),,,,[東] 高松邦男,古岡秀人,
10,1,1,ユニオンリーダー,牡5,52,鹿戸雄一,2:01.9,ハナ,,1-2-3-5,37.7,105.8,15,426(+2),,,,[東] 久保田金,イシノ,
11,7,14,アメリカンシチー,牡5,53,千田輝彦,2:02.0,クビ,,5-4-3-4,37.7,21.2,10,490(-4),,,,[西] 清水出美,友駿ホースクラブ,
12,5,9,ニホンピロブレイブ,牡7,57.5,的場均,2:02.2,1.1/2,,11-12-12-7,37.5,17.9,7,486(+8),,,,[西] 伊藤雄二,小林百太郎,
13,7,13,ナリタハヤブサ,牡5,57.5,横山典弘,2:02.2,ハナ,,14-12-9-7,37.6,11.2,5,464(-4),,,,[西] 中尾謙太,山路秀則,
14,1,2,エレクトロアート,牝6,49,徳吉孝士,2:03.1,5,,3-4-7-15,38.6,203.7,16,416(-14),,,,[東] 吉永正人,古岡秀人,
15,8,16,ビーチハウス,牡5,55,岡部幸雄,2:03.2,1/2,,5-6-6-7,38.8,2.8,1,474(+4),,,,[東] 藤沢和雄,大樹ファーム,
16,2,3,ヒノキヤホクト,牡5,54,津留千彰,2:03.5,2,,11-10-14-16,38.6,51.1,13,514(-2),,,,[東] 大和田稔,渡辺久徳,
