単勝,5,"1,250",5
複勝,5 4 3,240 130 160,4 1 3
枠連,4 - 5,"1,510",6
馬連,4 - 5,"1,520",6
ワイド,4 - 5 3 - 5 3 - 4,530 660 290,5 10 2
馬単,5 → 4,"4,350",16
三連複,3 - 4 - 5,"2,110",8
三連単,5 → 4 → 3,"18,640",63
