単勝,6,220,1
複勝,6 3 11,110 110 140,1 2 3
枠連,3 - 6,360,1
馬連,3 - 6,360,1
ワイド,3 - 6 6 - 11 3 - 11,160 230 240,1 2 3
馬単,6 → 3,670,1
三連複,3 - 6 - 11,540,1
三連単,6 → 3 → 11,"2,270",2
