
1,7,13,コスモバルク,牡3,56,五十嵐冬,2:10.1,,,2-1-1-1,35.4,1.3,1,486(-12),,,,[地] 田部和則,岡田美佐子,"5,514.8"
2,3,4,ホオキパウェーブ,牡3,56,藤田伸二,2:10.1,クビ,,10-10-8-3,34.8,7.2,2,476(+10),,,,[東] 二ノ宮敬,金子真人,"2,232.8"
3,8,14,トゥルーリーズン,牡3,56,大西直宏,2:10.2,クビ,,6-5-2-2,35.4,50.6,9,480(-6),,,,[東] 小島太,キャロットファーム,"1,416.4"
4,4,6,モエレエルコンドル,牡3,56,田中剛,2:10.3,1/2,,2-3-4-3,35.3,60.8,10,538(+4),,,,[東] 増沢末夫,中村和夫,810.0
5,1,1,エスユーグランド,牡3,56,柴田善臣,2:10.5,1.1/2,,4-5-8-9,35.3,9.1,3,480(+16),,,,[東] 高橋祥泰,楳津繁,540.0
6,6,11,エアシェイディ,牡3,56,後藤浩輝,2:11.0,3,,12-12-8-5,35.7,13.7,4,476(+2),,,,[東] 伊藤正徳,ラッキーフィールド,
7,7,12,コスモミッドウェイ,牡3,56,田中勝春,2:11.1,3/4,,11-11-12-7,35.6,89.3,11,452(+2),,,,[東] 前田禎,岡田美佐子,
8,4,7,ポップロック,牡3,56,四位洋文,2:11.2,クビ,,14-14-13-13,35.5,37.2,7,488(-8),,,,[西] 角居勝彦,吉田勝己,
9,8,15,メジロニコラス,牡3,56,横山典弘,2:12.5,8,,12-13-14-14,36.2,18.4,5,488(-2),,,,[東] 奥平真治,メジロ牧場,
10,2,3,コスモスパングル,牡3,56,木幡初広,2:12.7,1.1/2,,9-9-8-9,37.4,198.7,15,446(0),,,,[東] 谷原義明,岡田美佐子,
11,3,5,サンデーストリーム,牡3,56,北村宏司,2:12.7,ハナ,,14-14-15-14,36.2,43.4,8,474(-10),,,,[東] 藤沢和雄,小林英一,
12,5,9,マイネルポロネーズ,牡3,56,小林淳一,2:13.2,3,,6-7-4-9,38.1,179.4,14,486(-14),,,,[東] 柴崎勇,サラブレッドクラブ・ラフィアン,
13,2,2,スマートストリーム,牡3,56,石橋脩,2:13.3,1/2,,1-2-2-5,38.5,158.1,13,464(-10),,,,[東] 田村康仁,大川徹,
14,5,8,ダイワネバダ,牡3,56,岡部幸雄,2:13.3,クビ,,4-3-4-7,38.3,29.8,6,514(+10),,,,[東] 二ノ宮敬,大和商事,
15,6,10,ダークマター,牡3,56,中舘英二,2:13.9,3.1/2,,6-7-4-9,38.9,89.5,12,480(+4),,,,[東] 鈴木伸尋,池谷誠一,
