単勝,13,640,4
複勝,13 15 2,190 230 170,3 4 2
枠連,7 - 8,"1,850",10
馬連,13 - 15,"2,040",6
ワイド,13 - 15 2 - 13 2 - 15,860 500 780,6 3 5
馬単,13 → 15,"4,430",15
三連複,2 - 13 - 15,"3,110",4
三連単,13 → 15 → 2,"19,020",35
