
1,8,13,トーセンジョーダン,牡5,57,福永祐一,2:00.4,,**,3-4-3-2,34.5,3.0,1,486(+4),,,,[西] 池江泰寿,島川隆哉,"7,091.0"
2,2,2,アクシオン,牡8,57,吉田隼人,2:00.4,ハナ,**,3-2-3-4,34.5,7.6,5,518(-14),,,,[東] 二ノ宮敬,中田徹,"2,826.0"
3,6,8,レッドディザイア,牝5,55,四位洋文,2:00.5,1/2,**,11-11-9-6,34.0,6.2,2,484(+6),,,,[西] 松永幹夫,東京ホースレーシング,"1,813.0"
4,7,10,コスモネモシン,牝4,55,津村明秀,2:00.7,1.1/4,**,10-10-9-6,34.2,16.1,8,456(-4),,,,[東] 清水英克,ビッグレッドファーム,"1,100.0"
5,4,4,カリバーン,牡4,57,蛯名正義,2:00.7,ハナ,**,2-2-2-2,34.9,11.4,7,496(-2),,,,[東] 河野通文,社台レースホース,700.0
6,6,9,ネオヴァンドーム,牡4,57,浜中俊,2:00.9,1,**,8-7-7-6,34.5,22.5,9,482(-8),,,,[西] 藤原英昭,小林仁幸,
7,5,7,マイネルスターリー,牡6,57,丹内祐次,2:01.1,1.1/2,**,5-5-5-4,34.9,9.8,6,480(-8),,,,[西] 加用正,サラブレッドクラブ・ラフィアン,
8,4,5,アルトップラン,牡6,57,藤岡佑介,2:01.3,1.1/2,**,12-12-12-11,34.6,306.9,12,494(+2),,,,[西] 矢作芳人,エーティー,
9,7,11,ダンスインザモア,牡9,57,丸田恭介,2:01.3,ハナ,**,13-13-12-11,34.6,75.8,10,510(-2),,,,[東] 相沢郁,木浪巖,
10,3,3,ヤングアットハート,牡4,57,藤田伸二,2:01.4,1/2,**,6-5-5-6,35.3,6.8,4,486(0),,,,[東] 松山康久,社台レースホース,
11,8,12,マカニビスティー,牡4,57,池添謙一,2:02.0,3.1/2,**,6-7-7-6,35.7,76.8,11,478(-6),,,,[西] 矢作芳人,備前島敏子,
12,5,6,キングトップガン,牡8,57,横山典弘,2:02.0,クビ,**,1-1-1-1,36.3,6.3,3,520(+10),,,,[西] 鮫島一歩,池田豊治,
13,1,1,モエレエターナル,牝5,55,古川吉洋,2:02.6,3.1/2,**,8-9-9-11,36.1,309.9,13,458(-5),,,,[東] 高橋義博,栗本博晴,
