単勝,8,240,2
複勝,8 7 6,100 100 170,2 1 4
枠連,7 - 8,170,1
馬連,7 - 8,180,1
ワイド,7 - 8 6 - 8 6 - 7,120 360 290,1 5 3
馬単,8 → 7,390,2
三連複,6 - 7 - 8,520,2
