
1,3,5,シンコウカリド,牡3,56,田中勝春,2:13.1,,,8-8-6-7,35.4,10.3,5,500(-6),,,,[東] 宗像義忠,飯田正,"5,521.8"
2,4,8,トレジャー,牡3,56,岡部幸雄,2:13.3,1.1/2,,2-2-2-2,36.1,3.1,1,500(0),,,,[東] 藤沢和雄,市川義美,"2,234.8"
3,3,6,ロードフォレスター,牡3,56,柴田善臣,2:13.4,1/2,,8-10-10-10,35.6,4.5,2,486(-4),,,,[東] 大江原哲,ロードホースクラブ,"1,417.4"
4,7,14,マンハッタンカフェ,牡3,56,二本柳壮,2:13.8,2.1/2,,6-5-3-3,36.3,5.3,3,490(-10),,,,[東] 小島太,西川清,810.0
5,6,12,マイネルバンガード,牡3,56,後藤浩輝,2:14.0,1.1/2,,6-7-6-7,36.3,23.0,8,518(+4),,,,[東] 国枝栄,サラブレッドクラブ・ラフィアン,540.0
6,4,7,メイクマイデイ,牡3,56,村田一誠,2:14.1,1/2,,14-14-12-12,36.2,110.6,13,488(+16),,,,[東] 勢司和浩,草野仁,
7,1,2,チアズブライトリー,牡3,56,藤田伸二,2:14.2,1/2,,3-3-3-3,36.7,11.5,6,444(-4),,,,[西] 山内研二,北村キヨ子,
8,5,9,マイネルライツ,牡3,56,石崎隆之,2:14.2,ハナ,,5-5-6-6,36.6,43.6,9,514(+16),,,,[東] 相沢郁,サラブレッドクラブ・ラフィアン,
9,2,4,デルマカポネ,牡3,56,郷原洋司,2:14.3,1/2,,15-14-16-15,35.9,273.5,16,478(-6),,,,[東] 堀井雅広,浅沼廣幸,
10,1,1,サムソンハッピー,牡3,56,菊沢隆徳,2:14.3,ハナ,,11-12-13-14,36.1,101.1,12,490(+4),,,,[東] 二ノ宮敬,田中由子,
11,6,11,アドマイヤロード,牡3,56,蛯名正義,2:14.3,ハナ,,11-11-10-7,36.5,6.4,4,446(+8),,,,[西] 橋田満,近藤利一,
12,5,10,スタンドオフ,牡3,56,江田照男,2:14.4,1/2,,16-14-15-15,36.1,96.8,11,488(+10),,,,[西] 西浦勝一,庄野昭彦,
13,7,13,タニノトリビュート,牡3,56,大西直宏,2:14.6,1.1/2,,4-3-3-3,37.2,133.1,15,432(-4),,,,[西] 松田国英,谷水雄三,
14,8,16,パラダイスシャドウ,牡3,56,北村宏司,2:14.8,1,,8-8-6-10,37.1,16.4,7,478(+12),,,,[東] 坂本勝美,飯塚知一,
15,8,15,メジロキルデア,牡3,56,吉田豊,2:14.8,ハナ,,13-12-13-12,36.6,44.7,10,530(+12),,,,[東] 大久保洋,メジロ商事,
16,2,3,マルタカキラリー,牡3,56,田面木博,2:15.3,3,,1-1-1-1,38.1,120.3,14,452(0),,,,[東] 吉永正人,高橋義和,
