単勝,12,390,2
複勝,12 9 16,150 150 970,1 2 12
枠連,5 - 6,350,1
馬連,9 - 12,760,1
ワイド,9 - 12 12 - 16 9 - 16,"340 2,870 3,790",1 40 47
馬単,12 → 9,"1,530",2
三連複,9 - 12 - 16,"9,370",26
