単勝,13,130,1
複勝,13 4 14,110 160 510,1 2 9
枠連,3 - 7,360,1
馬連,4 - 13,410,1
ワイド,4 - 13 13 - 14 4 - 14,"210 970 2,750",1 10 28
馬単,13 → 4,530,1
三連複,4 - 13 - 14,"4,020",13
三連単,13 → 4 → 14,"8,380",20
