
1,3,3,セイウンスカイ,牡5,59,横山典弘,2:00.1,,,7-7-2-2,35.9,1.4,1,482(+8),,,,[東] 保田一隆,西山牧場,"6,472.8"
2,7,8,ファレノプシス,牝5,55,武豊,2:00.2,1/2,,10-10-10-8,35.4,5.6,2,440(+6),,,,[西] 浜田光正,ノースヒルズマネジメント,"2,620.8"
3,2,2,ツクバシンフォニー,牡7,56,四位洋文,2:00.9,4,,8-8-5-3,36.4,32.2,8,492(-2),,,,[東] 伊藤正徳,細谷昭夫,"1,610.4"
4,6,6,ダイワテキサス,牡7,57,蛯名正義,2:01.0,クビ,,5-5-5-8,36.6,7.2,3,470(-2),,,,[東] 増沢末夫,大和商事,960.0
5,4,4,ダイワカーリアン,牡7,56,岡部幸雄,2:01.0,アタマ,,1-1-1-1,36.9,99.8,9,506(-8),,,,[東] 二ノ宮敬,大和商事,640.0
6,8,9,エリモエクセル,牝5,55,的場均,2:01.3,2,,8-9-5-3,36.8,12.7,4,434(0),,,,[西] 加藤敬二,山本慎一,
7,1,1,マチカネフクキタル,牡6,58,藤田伸二,2:01.4,3/4,,3-2-5-3,36.9,16.7,5,504(-2),,,,[西] 二分久男,細川益男,
8,8,10,サイレントハンター,牡7,58,吉田豊,2:01.7,1.3/4,,3-4-2-3,37.5,28.7,7,486(-2),,,,[東] 大久保洋,臼田浩義,
9,5,5,レオリュウホウ,牡5,56,勝浦正樹,2:02.0,1.3/4,,2-2-2-3,37.9,165.3,10,476(-20),,,,[東] 杉浦宏昭,レオ,
10,7,7,ミッドナイトベット,牡6,58,河内洋,2:02.6,3.1/2,,5-5-9-10,37.9,25.4,6,440(0),,,,[西] 長浜博之,社台レースホース,
