
1,3,6,アーネストリー,牡5,57,佐藤哲三,1:59.4,,**,3-3-3-2,35.4,2.4,1,530(+4),,,,[西] 佐々木晶,前田幸治,"7,116.2"
2,5,10,ロジユニヴァース,牡4,57,横山典弘,1:59.7,1.3/4,**,2-2-2-2,35.8,9.2,5,534(+22),,,,[東] 萩原清,久米田正明,"2,833.2"
3,3,5,アクシオン,牡7,57,岩田康誠,1:59.9,1.1/4,**,7-6-6-4,35.7,18.1,7,526(-2),,,,[東] 二ノ宮敬,中田徹,"1,816.6"
4,4,8,ヒルノダムール,牡3,54,藤田伸二,1:59.9,アタマ,**,7-8-8-10,35.6,5.5,2,470(+8),,,,[西] 昆貢,蛭川正文,"1,100.0"
5,8,15,ジャミール,牡4,57,安藤勝己,2:00.1,1.1/4,**,7-11-11-10,35.6,8.8,4,450(-12),,,,[西] 松元茂樹,吉田照哉,700.0
6,1,1,マイネルスターリー,牡5,57,三浦皇成,2:00.1,ハナ,**,12-11-11-8,35.6,6.9,3,476(-6),,,,[西] 加用正,サラブレッドクラブ・ラフィアン,
7,5,9,マイネルキッツ,牡7,57,松岡正海,2:00.2,クビ,**,16-15-15-13,35.1,15.5,6,494(-12),,,,[東] 国枝栄,サラブレッドクラブ・ラフィアン,
8,7,14,エイシンドーバー,牡8,57,藤岡佑介,2:00.2,クビ,**,14-15-15-16,35.0,326.3,16,460(+4),,,,[西] 小崎憲,平井豊光,
9,4,7,フィールドベアー,牡7,57,秋山真一,2:00.4,1.1/4,**,4-4-4-4,36.3,60.1,11,498(+4),,,,[西] 野村彰彦,地田勝三,
10,1,2,エアジパング,セ7,57,吉田隼人,2:00.4,アタマ,**,7-8-10-10,36.0,140.1,14,444(-6),,,,[西] 藤原英昭,ラッキーフィールド,
11,2,4,マンハッタンスカイ,牡6,57,武幸四郎,2:00.5,クビ,**,4-4-4-4,36.4,126.1,13,526(-18),,,,[西] 浅見秀一,ヒダカ・ブリーダーズ・ユニオン,
12,2,3,ドリームサンデー,牡6,57,池添謙一,2:00.5,クビ,**,1-1-1-1,36.7,22.7,8,500(-2),,,,[西] 池江泰郎,ロイヤルファーム,
13,6,11,シャドウゲイト,牡8,57,田中勝春,2:00.6,1/2,**,7-8-8-8,36.3,29.4,10,502(-2),,,,[東] 加藤征弘,飯塚知一,
14,8,16,ヤマニンキングリー,牡5,57,武豊,2:00.6,アタマ,**,4-6-6-4,36.4,23.3,9,470(-16),,,,[西] 河内洋,土井肇,
15,6,12,サクラオリオン,牡8,57,四位洋文,2:00.6,アタマ,**,13-13-13-13,35.8,77.3,12,474(+12),,,,[西] 池江泰郎,さくらコマース,
16,7,13,ベルモントルパン,牡6,57,丸田恭介,2:00.7,クビ,**,14-13-13-13,35.9,301.7,15,476(-14),,,,[東] 和田正道,ベルモントファーム,
