
1,4,5,フミノイマージン,牝6,55,太宰啓介,1:58.7,,**,12-11-12-7,34.4,12.4,4,476(-2),,,,[西] 本田優,谷二,"6,606.4"
2,3,4,ダークシャドウ,牡5,57,福永祐一,1:58.8,1/2,**,3-2-2-1,35.3,1.7,1,508(0),,,,[東] 堀宣行,飯塚知一,"2,630.4"
3,3,3,ヒルノダムール,牡5,57,藤田伸二,1:58.9,3/4,**,7-5-4-4,35.1,5.0,2,472(-4),,,,[西] 昆貢,蛭川正文,"1,615.2"
4,5,7,ハナズゴール,牝3,52,田辺裕信,1:59.0,1/2,**,9-9-11-12,34.8,16.1,5,410(-8),,,,[東] 加藤和宏,Ｍ．タバート,980.0
5,4,6,ネオヴァンドーム,牡5,57,三浦皇成,1:59.2,1.1/4,**,11-11-8-8,35.2,24.9,9,490(-12),,,,[西] 藤原英昭,小林仁幸,650.0
6,2,2,レジェンドブルー,牝6,55,岩田康誠,1:59.3,3/4,**,5-5-8-8,35.3,53.7,11,460(-2),,,,[西] 宮徹,平川浩之,
7,7,11,ミッキーパンプキン,牡6,57,池添謙一,1:59.5,3/4,**,1-2-4-4,35.8,23.6,8,450(+4),,,,[西] 清水出美,野田みづき,
8,8,14,マイネルスターリー,牡7,57,柴田大知,1:59.6,1/2,**,9-9-2-2,36.0,19.0,6,480(-4),,,,[西] 加用正,サラブレッドクラブ・ラフィアン,
9,7,12,アリゼオ,牡5,57,秋山真一,1:59.7,1/2,**,2-1-1-2,36.2,41.3,10,526(-10),,,,[東] 堀宣行,社台レースホース,
10,8,13,フジマサエンペラー,牡3,54,勝浦正樹,1:59.7,クビ,**,3-4-4-4,36.0,120.3,13,484(0),,,,[東] 菊川正達,藤原正一,
11,6,9,ヒットザターゲット,牡4,57,古川吉洋,1:59.8,クビ,**,7-8-4-8,36.0,11.5,3,502(-4),,,,[西] 加藤敬二,前田晋二,
12,6,10,ネヴァブション,牡9,57,横山和生,2:00.0,1.1/2,**,14-14-12-13,35.7,261.7,14,478(-6),,,,[東] 伊藤正徳,廣崎利洋,
13,5,8,アクシオン,牡9,57,柴山雄一,2:00.6,3.1/2,**,5-5-8-8,36.6,104.7,12,516(-10),,,,[東] 二ノ宮敬,中田徹,
14,1,1,ロジユニヴァース,牡6,57,横山典弘,2:04.3,大,**,12-11-14-14,39.1,21.8,7,534(0),,,,[東] 萩原清,久米田正明,
