
1,3,4,ダイワカーリアン,牡8,56,田面木博,1:59.9,,,1-1-1-1,35.6,24.1,8,508(0),,,,[東] 二ノ宮敬,大和商事,"6,509.2"
2,8,13,エアギャングスター,牡5,56,四位洋文,2:00.2,2,,6-5-5-2,35.4,4.8,2,430(0),,,,[西] 伊藤雄二,ラッキーフィールド,"2,631.2"
3,7,12,レガシーハンター,牡6,56,上村洋行,2:00.3,3/4,,9-8-8-5,35.3,19.9,6,466(-6),,,,[西] 沖芳夫,齊藤四方司,"1,615.6"
4,2,2,ダイワオーシュウ,牡7,56,北村宏司,2:00.3,アタマ,,6-5-5-8,35.5,24.8,9,452(-20),,,,[東] 二ノ宮敬,大和商事,960.0
5,1,1,シンボリインディ,牡5,56,青木芳之,2:00.4,クビ,,2-2-2-2,35.8,22.7,7,460(0),,,,[東] 藤沢和雄,シンボリ牧場,640.0
6,6,10,サクラナミキオー,牡6,56,岡部幸雄,2:00.4,クビ,,8-8-8-10,35.4,13.7,5,494(+2),,,,[東] 小島太,さくらコマース,
7,3,3,ファレノプシス,牝6,55,松永幹夫,2:00.5,クビ,,9-8-8-10,35.5,2.7,1,448(+4),,,,[西] 浜田光正,ノースヒルズマネジメント,
8,4,6,インターフラッグ,牡8,56,加藤和宏,2:00.6,1/2,,12-12-8-8,35.7,158.3,14,428(-6),,,,[西] 南井克巳,松岡留枝,
9,4,5,ミヤギロドリゴ,牡7,56,大西直宏,2:00.6,クビ,,14-14-13-13,35.1,121.0,13,538(-2),,,,[東] 高市圭二,菅原光博,
10,5,7,ブリリアントロード,牡6,56,安田康彦,2:00.8,1,,5-5-5-10,36.0,6.6,4,470(0),,,,[西] 坪正直,大沢毅,
11,8,14,アドマイヤコジーン,牡5,56,後藤浩輝,2:01.0,1.1/4,,9-8-8-5,36.1,5.4,3,456(+4),,,,[西] 橋田満,近藤利一,
12,6,9,ニッポーアトラス,牡7,56,本田優,2:01.4,2.1/2,,2-2-2-2,36.9,75.7,12,532(+6),,,,[東] 久保田敏,エヌ・アール・ユー,
13,7,11,ミッドナイトベット,牡7,58,河内洋,2:01.4,アタマ,,2-2-2-5,36.8,29.6,11,440(-8),,,,[西] 長浜博之,社台レースホース,
14,5,8,センターフレッシュ,牡6,56,橋本広喜,2:01.6,1.1/2,,12-12-13-13,36.2,28.2,10,476(+14),,,,[西] 二分久男,中野優,
