
1,7,10,ホクトベガ,牝5,56,加藤和宏,2:00.9,,,3-3-2-2,35.7,2.0,1,498(+8),,,,[東] 中野隆良,金森森商事,"4,100.0"
2,8,12,エーピーグランプリ,牡5,55,田原成貴,2:01.0,1/2,,2-2-2-2,35.8,8.0,4,436(+4),,,,[西] 武田博,デルマークラブ,"1,600.0"
3,4,4,メイショウレグナム,牡7,55,武豊,2:01.1,クビ,,11-12-11-8,35.1,9.7,5,516(-4),,,,[西] 武邦彦,松本好雄,"1,000.0"
4,7,11,ケイワン,牡7,52,東信二,2:01.4,2,,1-1-1-1,36.3,98.8,12,474(-4),,,,[東] 谷原義明,東北牧場,620.0
5,2,2,スーパープレイ,牡5,54,河内洋,2:01.5,クビ,,7-9-8-5,35.8,7.7,3,452(-4),,,,[西] 橋本寿正,内田滋三,410.0
6,5,6,グレートロングラン,牡7,52,松永幹夫,2:01.5,クビ,,7-7-11-8,35.6,53.0,11,510(0),,,,[西] 高橋成忠,水戸カツ子,
7,6,8,ファンタジースズカ,牝6,50,須貝尚介,2:01.7,3/4,,3-3-4-2,36.4,30.1,8,452(0),,,,[西] 橋田満,永井啓弐,
8,1,1,ゴールデンアイ,牡7,57,的場均,2:01.8,1/2,,11-12-13-13,35.4,13.4,6,482(+2),,,,[東] 柄崎孝,高橋賢一,
9,5,7,スーパーシンザン,牡8,52,山田泰誠,2:01.8,クビ,,5-5-4-5,36.4,41.8,10,454(+2),,,,[西] 田中良平,対馬孝一,
10,4,5,ホワイトストーン,牡8,57.5,田面木博,2:02.0,1.1/4,,5-5-4-5,36.5,5.9,2,454(-2),,,,[東] 高松邦男,安藤博,
11,3,3,ホマレオーカン,牡5,54,菊沢隆徳,2:02.1,1/2,,7-9-8-8,36.5,21.9,7,456(+10),,,,[東] 柄崎孝,グリーンテック,
12,6,9,クリフ,牡9,49,横山義行,2:02.3,1.1/2,,11-9-8-8,36.6,227.1,13,440(-8),,,,[東] 畠山重則,ユートピア牧場,
13,8,13,エンビライナー,牡6,53,鹿戸雄一,2:02.8,3,,7-7-4-8,37.4,39.2,9,486(-2),,,,[東] 中尾銑治,宮永龍美,
