
1,6,11,フェイトフルウォー,牡3,56,柴田善臣,2:10.3,,**,5-6-7-5,34.0,21.8,6,504(+6),,,,[東] 伊藤伸一,社台レースホース,"5,528.8"
2,1,2,トーセンラー,牡3,56,蛯名正義,2:10.5,1.1/4,**,7-9-8-7,34.1,4.1,3,428(-4),,,,[西] 藤原英昭,島川隆哉,"2,236.8"
3,7,14,サダムパテック,牡3,56,岩田康誠,2:10.7,1.1/4,**,11-10-10-8,34.1,3.1,1,506(+6),,,,[西] 西園正都,大西定,"1,418.4"
4,1,1,ベルシャザール,牡3,56,安藤勝己,2:10.7,ハナ,**,3-3-3-3,34.8,3.8,2,536(-6),,,,[西] 松田国英,社台レースホース,810.0
5,8,16,トウシンイーグル,牡3,56,吉田隼人,2:11.2,3,**,11-10-10-9,34.6,29.1,8,470(+4),,,,[西] 山内研二,サトー,540.0
6,3,5,ラヴェルソナタ,牡3,56,横山典弘,2:11.6,2.1/2,**,13-13-12-12,34.6,33.2,10,532(-2),,,,[東] 藤沢和雄,サンデーレーシング,
7,5,9,レッドセインツ,牡3,56,石橋脩,2:11.7,1/2,**,17-17-17-15,34.1,97.7,15,426(+6),,,,[西] 角居勝彦,東京ホースレーシング,
8,7,15,マイネルメダリスト,牡3,56,柴田大知,2:11.9,1.1/2,**,7-6-8-10,35.5,71.6,14,466(+10),,,,[東] 田中清隆,サラブレッドクラブ・ラフィアン,
9,2,4,ムスカテール,牡3,56,四位洋文,2:12.0,1/2,**,16-15-14-12,34.9,32.5,9,480(+4),,,,[西] 友道康夫,吉田勝己,
10,8,17,ロイヤルクレスト,牡3,56,津村明秀,2:12.1,3/4,**,1-1-1-1,38.6,34.6,11,504(+2),,,,[東] 鈴木伸尋,木村牧場,
11,4,8,ユニバーサルバンク,牡3,56,田辺裕信,2:12.1,アタマ,**,5-6-5-5,35.9,13.3,4,462(0),,,,[西] 松田博資,サンデーレーシング,
12,7,13,マイネルギブソン,牡3,56,丹内祐次,2:12.2,1/2,**,15-15-16-15,35.0,338.0,17,452(+26),,,,[東] 萱野浩二,サラブレッドクラブ・ラフィアン,
13,6,12,ターゲットマシン,牡3,56,田中勝春,2:12.4,1.1/4,**,14-14-12-12,35.4,39.8,12,490(+6),,,,[東] 宗像義忠,薗部博之,
14,5,10,ハーキュリーズ,牡3,56,藤岡佑介,2:12.5,1/2,**,4-4-4-4,36.4,28.4,7,436(0),,,,[西] 角居勝彦,社台レースホース,
15,3,6,クワイアーソウル,牡3,56,丸山元気,2:12.6,3/4,**,7-12-14-17,35.5,218.6,16,490(-2),,,,[東] 萩原清,ノースヒルズ,
16,2,3,ヒットザターゲット,牡3,56,中舘英二,2:13.0,2.1/2,**,7-4-5-11,36.8,44.5,13,492(-10),,,,[西] 加藤敬二,前田晋二,
17,4,7,ショウナンバーズ,牡3,56,北村宏司,2:13.3,1.3/4,**,2-2-2-2,38.9,16.7,5,502(+8),,,,[東] 国枝栄,国本哲秀,
取,8,18,ショウナンパルフェ,牡3,56,三浦皇成,,,**,,,---,,計不,,,,[東] 二ノ宮敬,国本哲秀,
