
1,4,4,エアグルーヴ,牝6,58,武豊,1:59.5,,,5-5-5-2,34.2,1.3,1,474(-2),,,,[西] 伊藤雄二,ラッキーフィールド,"6,485.4"
2,1,1,サイレントハンター,牡6,56,吉田豊,2:00.0,3,,1-1-1-1,36.4,9.3,2,484(0),,,,[東] 大久保洋,臼田浩義,"2,624.4"
3,8,12,アラバンサ,牡6,56,横山典弘,2:00.3,1.3/4,,10-10-9-4,34.5,9.5,3,432(-8),,,,[西] 伊藤雄二,横山秀男,"1,612.2"
4,7,9,サクラエキスパート,牡6,56,四位洋文,2:00.3,アタマ,,4-3-3-2,35.1,10.7,4,468(+4),,,,[西] 佐々木晶,さくらコマース,960.0
5,3,3,スノーエンデバー,牡5,56,佐藤哲三,2:00.4,1/2,,8-7-6-6,34.9,11.3,5,484(-2),,,,[西] 森秀行,藤本龍也,640.0
6,6,7,インターフラッグ,牡6,56,南井克巳,2:00.6,1.1/4,,11-10-12-9,34.5,159.6,10,434(0),,,,[西] 工藤嘉見,松岡正雄,
7,6,8,タガノサイレンス,牡6,56,的場均,2:01.2,3.1/2,,7-5-8-9,35.6,161.9,11,484(-4),,,,[西] 橋本寿正,八木良司,
8,2,2,ツルミワールド,牡7,56,小池隆生,2:01.4,1.1/4,,8-7-6-8,35.9,347.4,12,492(-4),,,,[西] 荻野光男,鶴見ホース,
9,8,11,プレストシンボリ,セ7,56,岡部幸雄,2:01.5,3/4,,3-3-3-4,36.3,22.3,6,492(-2),,,,[東] 藤沢和雄,シンボリ牧場,
10,5,5,マウンテンストーン,牡6,56,蛯名正義,2:01.6,クビ,,5-7-9-12,35.8,25.3,7,458(+4),,,,[東] 小島太,山石祐一,
11,5,6,オレンジピール,牝5,54,松永幹夫,2:01.6,クビ,,12-12-9-11,35.8,92.9,9,470(+6),,,,[西] 山内研二,社台レースホース,
12,7,10,マイネルブリッジ,牡7,57,田中勝春,2:02.2,3.1/2,,2-2-2-6,37.7,45.4,8,506(-12),,,,[東] 伊藤正徳,サラブレッドクラブ・ラフィアン,
