単勝,11,320,1
複勝,11 7 8,140 380 140,2 9 1
枠連,4 - 6,460,1
馬連,7 - 11,"3,550",19
ワイド,7 - 11 8 - 11 7 - 8,"1,000 270 970",16 1 14
馬単,11 → 7,"5,200",21
三連複,7 - 8 - 11,"3,520",11
三連単,11 → 7 → 8,"21,750",58
