
1,2,2,ヴィータローザ,牡3,56,蛯名正義,2:24.5,,,9-9-7-3,39.9,5.1,3,460(-6),,,,[西] 橋口弘次,サンデーレーシング,"5,506.4"
2,4,5,ニシノシンフォニー,牡3,56,江田照男,2:24.6,3/4,,1-1-2-1,40.4,15.2,8,462(-4),,,,[西] 松元茂樹,西山牧場,"2,230.4"
3,6,9,チャクラ,牡3,56,後藤浩輝,2:24.6,ハナ,,8-6-4-3,40.1,6.5,4,470(+10),,,,[西] 安達昭夫,田所英子,"1,415.2"
4,8,13,マイジョーカー,牡3,56,池添謙一,2:24.7,クビ,,3-3-4-7,40.3,4.2,1,464(0),,,,[西] 池添兼雄,佐藤友子,810.0
5,3,3,ラントゥザフリーズ,牡3,56,吉田豊,2:24.7,ハナ,,3-3-4-3,40.3,11.3,7,490(+8),,,,[西] 山内研二,深見富朗,540.0
6,1,1,タイキアルファ,牡3,56,柴田善臣,2:24.7,クビ,,10-11-13-11,39.6,11.1,6,490(+2),,,,[東] 藤沢和雄,大樹ファーム,
7,6,10,コスモインペリアル,牡3,56,村田一誠,2:24.8,クビ,,10-10-10-12,39.8,31.9,9,480(+2),,,,[東] 清水利章,岡田美佐子,
8,5,7,テンカタイヘイ,牡3,56,大西直宏,2:25.0,1.1/2,,10-11-10-7,40.1,35.9,10,480(+14),,,,[東] 二ノ宮敬,ターフ・スポート,
9,7,11,マイネルプレシャス,牡3,56,中舘英二,2:25.6,3.1/2,,13-13-2-3,41.4,49.3,12,506(-4),,,,[東] 佐藤吉勝,サラブレッドクラブ・ラフィアン,
10,5,8,フランキーボーイ,牡3,56,木幡初広,2:26.0,2.1/2,,6-8-7-7,41.3,47.5,11,484(+12),,,,[東] 小島太,谷岡牧場,
11,3,4,グランリーオ,牡3,56,田面木博,2:26.0,ハナ,,6-6-10-12,41.0,76.2,13,486(0),,,,[東] 笹倉武久,田中晴夫,
12,4,6,トリリオンカット,牡3,56,四位洋文,2:26.1,クビ,,2-2-1-2,41.9,4.6,2,446(+6),,,,[西] 音無秀孝,キャロットファーム,
13,8,14,スズノマーチ,牡3,56,田中勝春,2:26.2,1/2,,5-5-7-10,41.5,9.9,5,486(+10),,,,[東] 藤沢和雄,小紫芳夫,
14,7,12,コレクションボス,牡3,56,西康志,2:28.8,大,,13-13-14-14,42.0,187.3,14,450(-3),,,,[地] 佐藤雅彦,新居田剛芳,
